# BUSCO version is: 5.2.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
211124at7742	Complete	KN464664.1	428507	474468	+	596.4	307	https://www.orthodb.org/v10?query=211124at7742	BRISC and BRCA1 A complex member 2
211150at7742	Complete	KN462276.1	27308	38033	-	288.7	254	https://www.orthodb.org/v10?query=211150at7742	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4
211156at7742	Complete	KN462133.1	866243	885531	-	598.5	318	https://www.orthodb.org/v10?query=211156at7742	UDP-glucuronic acid decarboxylase 1
211328at7742	Missing
211495at7742	Complete	KN463009.1	182582	186280	+	693.8	354	https://www.orthodb.org/v10?query=211495at7742	serine/threonine-protein kinase STK11
211818at7742	Complete	KN460897.1	597776	600203	-	688.1	364	https://www.orthodb.org/v10?query=211818at7742	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma
211831at7742	Complete	KN467870.1	44631	47973	-	495.1	349	https://www.orthodb.org/v10?query=211831at7742	F-box/WD repeat-containing protein 9
211842at7742	Complete	KN464475.1	307307	310331	+	644.6	382	https://www.orthodb.org/v10?query=211842at7742	Transmembrane protein 135
211943at7742	Complete	KN464695.1	3365	13697	-	543.3	513	https://www.orthodb.org/v10?query=211943at7742	Zinc finger CCCH-type containing 18
212065at7742	Complete	KN464664.1	368324	370244	-	594.7	349	https://www.orthodb.org/v10?query=212065at7742	STAGA complex 65 subunit gamma
212288at7742	Complete	KN464279.1	7129	18735	-	608.3	443	https://www.orthodb.org/v10?query=212288at7742	denticleless protein homolog
212520at7742	Complete	KN465283.1	178920	190558	+	713.3	426	https://www.orthodb.org/v10?query=212520at7742	SH3 domain-binding protein 1
212696at7742	Complete	KN467843.1	405330	412028	-	541.0	355	https://www.orthodb.org/v10?query=212696at7742	Origin recognition complex subunit 4
212720at7742	Missing
212765at7742	Complete	KN462223.1	14534	46008	-	468.2	294	https://www.orthodb.org/v10?query=212765at7742	immunoglobulin superfamily member 11
212876at7742	Complete	KN466267.1	175416	180716	+	647.5	414	https://www.orthodb.org/v10?query=212876at7742	metal regulatory transcription factor 1
213005at7742	Complete	KN467085.1	764923	771520	+	563.7	369	https://www.orthodb.org/v10?query=213005at7742	Ribosomal RNA processing 9, U3 small nucleolar RNA binding protein
213068at7742	Complete	KN461163.1	1517552	1523066	+	389.6	259	https://www.orthodb.org/v10?query=213068at7742	sterile alpha motif domain-containing protein 7
213224at7742	Complete	KN462077.1	21347	44166	+	579.7	325	https://www.orthodb.org/v10?query=213224at7742	PCI domain-containing protein 2
213286at7742	Complete	KN461114.1	17160	22913	-	527.1	342	https://www.orthodb.org/v10?query=213286at7742	growth hormone-releasing hormone receptor
213350at7742	Fragmented	KN462297.1	110	2992	-	419.4	210	https://www.orthodb.org/v10?query=213350at7742	ADP-ribosylation factor GTPase-activating protein 1 isoform X1
213372at7742	Complete	KN468548.1	107942	122033	-	501.6	313	https://www.orthodb.org/v10?query=213372at7742	pannexin-3
213511at7742	Complete	KN461654.1	420980	423729	+	765.6	622	https://www.orthodb.org/v10?query=213511at7742	leiomodin-3
213614at7742	Complete	KN462175.1	44177	53260	-	488.9	332	https://www.orthodb.org/v10?query=213614at7742	neutrophil cytosol factor 1
213618at7742	Complete	KN462181.1	422156	428524	+	572.8	335	https://www.orthodb.org/v10?query=213618at7742	BRO1 domain and CAAX motif containing
214005at7742	Fragmented	KN467472.1	210600	216052	-	352.6	216	https://www.orthodb.org/v10?query=214005at7742	WD repeat containing, antisense to TP73
214100at7742	Complete	KN464937.1	143299	150256	+	583.8	368	https://www.orthodb.org/v10?query=214100at7742	interleukin-1 receptor-associated kinase 4
214136at7742	Fragmented	KN464273.1	31452	33430	+	333.9	185	https://www.orthodb.org/v10?query=214136at7742	dnaJ homolog subfamily C member 1
214140at7742	Complete	KN461425.1	2459	32301	+	531.2	350	https://www.orthodb.org/v10?query=214140at7742	protein FAM124A
214392at7742	Complete	KN465386.1	1627248	1629769	+	802.4	431	https://www.orthodb.org/v10?query=214392at7742	Transmembrane protein 39B
214498at7742	Complete	KN464155.1	136780	142823	-	550.2	321	https://www.orthodb.org/v10?query=214498at7742	NPR2 like, GATOR1 complex subunit
214501at7742	Complete	KN462009.1	138829	140249	+	596.9	313	https://www.orthodb.org/v10?query=214501at7742	tRNA pseudouridine synthase
214728at7742	Complete	KN460356.1	1502803	1507535	-	677.2	354	https://www.orthodb.org/v10?query=214728at7742	PHD finger protein 10 isoform X1
214745at7742	Complete	KN468520.1	41929	68558	-	554.9	381	https://www.orthodb.org/v10?query=214745at7742	2-phosphoxylose phosphatase 1
214858at7742	Complete	KN467499.1	800860	805379	-	379.3	274	https://www.orthodb.org/v10?query=214858at7742	F-box only protein 4
215138at7742	Complete	KN462864.1	10286	20223	-	737.1	413	https://www.orthodb.org/v10?query=215138at7742	protein Red
215159at7742	Complete	KN463591.1	53391	187912	+	741.5	450	https://www.orthodb.org/v10?query=215159at7742	activating signal cointegrator 1
215427at7742	Complete	KN464474.1	1041371	1046754	-	745.6	434	https://www.orthodb.org/v10?query=215427at7742	nucleoporin p54 isoform X1
215440at7742	Complete	KN463448.1	448164	450950	-	336.8	439	https://www.orthodb.org/v10?query=215440at7742	uncharacterized protein C5orf34 homolog
215706at7742	Complete	KN462599.1	39066	43831	-	457.2	380	https://www.orthodb.org/v10?query=215706at7742	T-complex-associated testis-expressed protein 1
216073at7742	Complete	KN461828.1	13518	25895	-	520.5	517	https://www.orthodb.org/v10?query=216073at7742	BRCA1-associated RING domain protein 1
216380at7742	Complete	KN460390.1	131782	136333	-	640.3	318	https://www.orthodb.org/v10?query=216380at7742	H/ACA ribonucleoprotein complex subunit 4
216474at7742	Complete	KN462133.1	505276	506460	-	500.0	289	https://www.orthodb.org/v10?query=216474at7742	Tripartite motif containing 13
216850at7742	Complete	KN468266.1	21440	30214	+	764.8	366	https://www.orthodb.org/v10?query=216850at7742	glycine amidinotransferase, mitochondrial
216982at7742	Complete	KN463437.1	65511	69146	-	340.4	295	https://www.orthodb.org/v10?query=216982at7742	death ligand signal enhancer
217728at7742	Complete	KN463687.1	210008	212699	+	377.9	293	https://www.orthodb.org/v10?query=217728at7742	AlkB homolog 1, histone H2A dioxygenase
217762at7742	Complete	KN463558.1	15768	18030	+	561.1	323	https://www.orthodb.org/v10?query=217762at7742	RGP1 homolog, RAB6A GEF complex partner 1
217951at7742	Complete	KN466703.1	529355	534337	+	672.9	384	https://www.orthodb.org/v10?query=217951at7742	aladin
218088at7742	Complete	KN461774.1	25705	53755	-	681.3	355	https://www.orthodb.org/v10?query=218088at7742	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
218109at7742	Complete	KN460977.1	339498	341763	-	514.9	307	https://www.orthodb.org/v10?query=218109at7742	Glucosaminyl (N-acetyl) transferase family member 7
218283at7742	Complete	KN463341.1	1209334	1213027	+	570.7	431	https://www.orthodb.org/v10?query=218283at7742	zinc finger CCCH-type with G patch domain-containing protein
218284at7742	Complete	KN468093.1	79192	83465	+	380.3	305	https://www.orthodb.org/v10?query=218284at7742	cytoplasmic tRNA 2-thiolation protein 2
218430at7742	Complete	KN463111.1	17500	24764	-	630.6	341	https://www.orthodb.org/v10?query=218430at7742	N-acyl phosphatidylethanolamine phospholipase D
218524at7742	Complete	KN465036.1	780313	789638	+	677.9	354	https://www.orthodb.org/v10?query=218524at7742	non-canonical poly(A) RNA polymerase PAPD5 isoform X1
218673at7742	Complete	KN462837.1	224515	249456	-	394.6	281	https://www.orthodb.org/v10?query=218673at7742	pleckstrin homology domain-containing family G member 7
218806at7742	Complete	KN461751.1	54510	59255	+	262.6	211	https://www.orthodb.org/v10?query=218806at7742	tRNA-splicing endonuclease subunit Sen2
218916at7742	Complete	KN465738.1	774454	777939	-	521.0	419	https://www.orthodb.org/v10?query=218916at7742	centrosomal protein POC5 isoform X1
219276at7742	Fragmented	KN464442.1	527	2808	+	293.3	190	https://www.orthodb.org/v10?query=219276at7742	General transcription factor IIH subunit
219315at7742	Complete	KN462675.1	193594	198531	-	651.0	347	https://www.orthodb.org/v10?query=219315at7742	SMYD family member 5
219513at7742	Complete	KN461110.1	181395	183900	-	821.3	420	https://www.orthodb.org/v10?query=219513at7742	acetyl-coenzyme A transporter 1
219560at7742	Complete	KN461562.1	27434	33671	+	410.4	301	https://www.orthodb.org/v10?query=219560at7742	Transmembrane protein 129
219710at7742	Complete	KN463700.1	12626	18930	-	303.5	270	https://www.orthodb.org/v10?query=219710at7742	pigment epithelium-derived factor
219805at7742	Complete	KN460806.1	1120359	1123266	-	650.5	363	https://www.orthodb.org/v10?query=219805at7742	Thyroid hormone receptor interactor 13
220049at7742	Complete	KN460356.1	191838	199714	-	458.5	345	https://www.orthodb.org/v10?query=220049at7742	interferon regulatory factor 8
220062at7742	Complete	KN467144.1	568767	571010	+	502.2	333	https://www.orthodb.org/v10?query=220062at7742	F-box only protein 9
220264at7742	Complete	KN460935.1	232584	235363	-	524.8	304	https://www.orthodb.org/v10?query=220264at7742	Lipoyl synthase, mitochondrial
220441at7742	Complete	KN467907.1	290136	297920	+	478.7	361	https://www.orthodb.org/v10?query=220441at7742	serine/threonine-protein kinase Nek3
220484at7742	Complete	KN462479.1	615554	617200	-	630.8	382	https://www.orthodb.org/v10?query=220484at7742	probable G-protein coupled receptor 75
220601at7742	Complete	KN463464.1	15830	32072	-	625.7	331	https://www.orthodb.org/v10?query=220601at7742	endoplasmic reticulum-Golgi intermediate compartment protein 3 isoform X1
220642at7742	Fragmented	JACL01045309.1	12809	20716	-	53.1	83	https://www.orthodb.org/v10?query=220642at7742	ATR-interacting protein
220786at7742	Complete	KN464758.1	70514	82747	-	479.9	446	https://www.orthodb.org/v10?query=220786at7742	putative RNA polymerase II subunit B1 CTD phosphatase RPAP2
221029at7742	Complete	KN462912.1	883736	886391	+	616.0	396	https://www.orthodb.org/v10?query=221029at7742	putative methyltransferase NSUN6
221031at7742	Complete	KN461934.1	165844	169466	-	303.5	261	https://www.orthodb.org/v10?query=221031at7742	ubiquitin-associated protein 1
221061at7742	Complete	KN462507.1	31428	46663	-	630.9	379	https://www.orthodb.org/v10?query=221061at7742	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
221197at7742	Complete	KN462367.1	1609742	1614229	-	669.2	332	https://www.orthodb.org/v10?query=221197at7742	COP9 signalosome complex subunit 4
221230at7742	Complete	KN463965.1	586892	588985	-	422.8	293	https://www.orthodb.org/v10?query=221230at7742	tripartite motif-containing protein 59
221391at7742	Complete	KN462011.1	5344	35664	+	754.5	440	https://www.orthodb.org/v10?query=221391at7742	tumor necrosis factor receptor superfamily member 21
221393at7742	Complete	KN462928.1	8786	21532	+	549.9	400	https://www.orthodb.org/v10?query=221393at7742	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
221575at7742	Complete	KN462425.1	465837	475283	+	662.7	365	https://www.orthodb.org/v10?query=221575at7742	fumarylacetoacetase
221592at7742	Complete	KN465738.1	300919	303292	-	480.7	308	https://www.orthodb.org/v10?query=221592at7742	P2X purinoceptor 2
221671at7742	Complete	KN462368.1	826221	828987	+	585.5	373	https://www.orthodb.org/v10?query=221671at7742	Galactokinase 2
221780at7742	Complete	KN464860.1	57678	61896	+	427.7	268	https://www.orthodb.org/v10?query=221780at7742	Mitogen-activated protein kinase
221887at7742	Fragmented	KN463590.1	23357	33110	-	441.5	215	https://www.orthodb.org/v10?query=221887at7742	retinoblastoma-binding protein 5 isoform X1
222334at7742	Complete	KN462326.1	59582	71710	+	595.7	387	https://www.orthodb.org/v10?query=222334at7742	potassium voltage-gated channel subfamily V member 1
222631at7742	Complete	KN462502.1	257242	316095	-	475.4	262	https://www.orthodb.org/v10?query=222631at7742	GPI-anchor transamidase
222821at7742	Complete	KN461926.1	60964	70592	+	305.3	270	https://www.orthodb.org/v10?query=222821at7742	Ig-like V-type domain-containing protein FAM187A
222957at7742	Complete	KN462632.1	265666	269094	-	686.9	385	https://www.orthodb.org/v10?query=222957at7742	Cathepsin C
222975at7742	Complete	KN462599.1	107580	120671	+	585.7	354	https://www.orthodb.org/v10?query=222975at7742	dual specificity protein phosphatase 10
223032at7742	Complete	KN465483.1	171616	175659	-	701.1	403	https://www.orthodb.org/v10?query=223032at7742	CDK5 regulatory subunit-associated protein 1
223079at7742	Complete	KN461550.1	64892	68918	-	701.0	319	https://www.orthodb.org/v10?query=223079at7742	mRNA export factor
223152at7742	Complete	KN462626.1	7434	15937	+	496.8	247	https://www.orthodb.org/v10?query=223152at7742	Ferrochelatase
223283at7742	Complete	KN462079.1	63759	68022	+	384.0	243	https://www.orthodb.org/v10?query=223283at7742	Ring finger protein 25
223348at7742	Fragmented	KN463815.1	349820	352841	-	385.0	314	https://www.orthodb.org/v10?query=223348at7742	coiled-coil domain-containing protein 170
223375at7742	Complete	KN460822.1	63234	66500	+	509.2	293	https://www.orthodb.org/v10?query=223375at7742	Carbohydrate sulfotransferase
223426at7742	Complete	KN468003.1	140876	142286	-	543.3	321	https://www.orthodb.org/v10?query=223426at7742	protein AAR2 homolog
223443at7742	Complete	KN462367.1	726439	730815	-	696.4	351	https://www.orthodb.org/v10?query=223443at7742	Trafficking protein particle complex 13
223512at7742	Complete	KN463150.1	15399	25959	-	436.7	313	https://www.orthodb.org/v10?query=223512at7742	synaptosomal-associated protein 47
223515at7742	Complete	KN466258.1	214730	217877	-	631.8	337	https://www.orthodb.org/v10?query=223515at7742	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
223702at7742	Complete	KN462446.1	71041	80721	-	574.3	537	https://www.orthodb.org/v10?query=223702at7742	SET and MYND domain-containing protein 4
223813at7742	Complete	KN462133.1	809038	810090	+	388.5	304	https://www.orthodb.org/v10?query=223813at7742	probable G-protein coupled receptor 63
223874at7742	Complete	KN463569.1	601903	608537	-	604.0	343	https://www.orthodb.org/v10?query=223874at7742	transducin beta-like protein 2
223898at7742	Complete	KN465823.1	466864	470583	-	504.4	402	https://www.orthodb.org/v10?query=223898at7742	vasculin-like protein 1
224078at7742	Complete	KN463020.1	703442	704638	-	611.5	308	https://www.orthodb.org/v10?query=224078at7742	beta-1 adrenergic receptor
224101at7742	Complete	KN462345.1	113141	121882	+	573.8	300	https://www.orthodb.org/v10?query=224101at7742	F-box only protein 31 isoform X1
224105at7742	Complete	KN464051.1	327145	329929	-	728.3	343	https://www.orthodb.org/v10?query=224105at7742	PRKCA-binding protein
224267at7742	Complete	KN461158.1	46981	49238	+	271.8	219	https://www.orthodb.org/v10?query=224267at7742	THUMP domain-containing protein 2
224305at7742	Complete	KN465036.1	819919	826139	-	807.5	514	https://www.orthodb.org/v10?query=224305at7742	bromodomain-containing protein 7
224472at7742	Complete	KN467662.1	173747	182157	-	610.4	351	https://www.orthodb.org/v10?query=224472at7742	neuroserpin
224537at7742	Complete	KN468595.1	631534	646516	-	436.2	309	https://www.orthodb.org/v10?query=224537at7742	E3 ubiquitin-protein ligase RAD18
224567at7742	Complete	KN464158.1	5093	12720	-	714.8	367	https://www.orthodb.org/v10?query=224567at7742	mitochondrial chaperone BCS1
224692at7742	Complete	KN468660.1	29733	37687	+	859.4	685	https://www.orthodb.org/v10?query=224692at7742	Solute carrier family 39 member 10
224957at7742	Complete	KN467715.1	214644	219730	-	686.4	595	https://www.orthodb.org/v10?query=224957at7742	cell cycle progression protein 1
225125at7742	Complete	KN464377.1	835799	844383	+	582.1	302	https://www.orthodb.org/v10?query=225125at7742	uncharacterized protein KIAA0930 homolog
225148at7742	Complete	KN465086.1	248001	251114	+	506.7	349	https://www.orthodb.org/v10?query=225148at7742	ankyrin repeat and SOCS box protein 6
225169at7742	Complete	KN464853.1	166423	173652	+	526.8	350	https://www.orthodb.org/v10?query=225169at7742	angio-associated migratory cell protein
225241at7742	Complete	KN467715.1	197786	200448	-	327.0	263	https://www.orthodb.org/v10?query=225241at7742	inactive serine/threonine-protein kinase VRK3
225242at7742	Complete	KN465738.1	536416	542170	+	573.7	333	https://www.orthodb.org/v10?query=225242at7742	RGM domain family member B
225400at7742	Complete	KN463687.1	61473	66661	+	576.5	608	https://www.orthodb.org/v10?query=225400at7742	transforming acidic coiled-coil-containing protein 3
225564at7742	Complete	KN460356.1	1480747	1483760	+	626.9	379	https://www.orthodb.org/v10?query=225564at7742	protein phosphatase 1G
225592at7742	Complete	KN463020.1	1330995	1336388	-	555.5	502	https://www.orthodb.org/v10?query=225592at7742	leucine-rich repeat-containing protein 45
225646at7742	Complete	KN464343.1	28214	32245	-	565.6	313	https://www.orthodb.org/v10?query=225646at7742	protein XRP2
226375at7742	Complete	KN462367.1	3353501	3354713	+	326.2	262	https://www.orthodb.org/v10?query=226375at7742	nuclear factor interleukin-3-regulated protein
226477at7742	Complete	KN461772.1	123481	125241	-	594.6	342	https://www.orthodb.org/v10?query=226477at7742	alpha-1,3/1,6-mannosyltransferase ALG2
226528at7742	Missing
226571at7742	Complete	KN462187.1	14719	19614	+	577.2	373	https://www.orthodb.org/v10?query=226571at7742	probable 28S rRNA (cytosine-C(5))-methyltransferase
226799at7742	Complete	KN464549.1	50823	53210	-	412.8	277	https://www.orthodb.org/v10?query=226799at7742	polyadenylate-binding protein-interacting protein 1
226949at7742	Fragmented	KN464329.1	1581	7073	+	252.9	131	https://www.orthodb.org/v10?query=226949at7742	histone-lysine N-methyltransferase SETD7
226989at7742	Complete	KN462576.1	770533	797288	+	763.1	392	https://www.orthodb.org/v10?query=226989at7742	carboxypeptidase E
227080at7742	Complete	KN466545.1	466725	476864	-	624.3	331	https://www.orthodb.org/v10?query=227080at7742	protein FAM20A
227299at7742	Complete	KN468458.1	117198	128238	+	639.3	477	https://www.orthodb.org/v10?query=227299at7742	nephrocystin-1 isoform X1
227342at7742	Complete	KN462912.1	520024	525286	+	319.9	262	https://www.orthodb.org/v10?query=227342at7742	RING finger protein 32
227436at7742	Complete	KN466831.1	15177	22500	-	642.7	325	https://www.orthodb.org/v10?query=227436at7742	glycosaminoglycan xylosylkinase
227544at7742	Complete	KN460669.1	146843	150436	+	573.4	391	https://www.orthodb.org/v10?query=227544at7742	D-3-phosphoglycerate dehydrogenase
227556at7742	Complete	KN462016.1	40254	48567	+	606.9	440	https://www.orthodb.org/v10?query=227556at7742	filensin
227816at7742	Complete	KN465246.1	111427	118098	-	429.1	291	https://www.orthodb.org/v10?query=227816at7742	uncharacterized protein KIAA0513 homolog isoform X1
228275at7742	Complete	KN461691.1	504084	532808	+	433.8	267	https://www.orthodb.org/v10?query=228275at7742	fatty acid 2-hydroxylase
228390at7742	Complete	KN468667.1	916011	921519	+	565.6	329	https://www.orthodb.org/v10?query=228390at7742	Aminomethyltransferase
228455at7742	Complete	KN461550.1	31664	34182	+	641.9	373	https://www.orthodb.org/v10?query=228455at7742	transcriptional adapter 3
228525at7742	Missing
228730at7742	Complete	KN466328.1	130284	152110	-	524.7	320	https://www.orthodb.org/v10?query=228730at7742	nucleoside diphosphate kinase 7
229063at7742	Complete	KN467138.1	196323	198201	-	652.8	347	https://www.orthodb.org/v10?query=229063at7742	Dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
229159at7742	Complete	KN462837.1	159993	175150	+	476.7	326	https://www.orthodb.org/v10?query=229159at7742	Nuclear receptor subfamily 1 group H member 4
229239at7742	Complete	KN467724.1	136106	140632	-	658.5	413	https://www.orthodb.org/v10?query=229239at7742	ATP-dependent RNA helicase DDX51
229308at7742	Complete	KN465597.1	223236	251908	+	453.6	243	https://www.orthodb.org/v10?query=229308at7742	Lysophosphatidylglycerol acyltransferase 1
229422at7742	Complete	KN467232.1	331414	339389	-	330.6	277	https://www.orthodb.org/v10?query=229422at7742	potassium channel subfamily K member 18
229564at7742	Complete	KN461778.1	6269	9669	+	783.6	445	https://www.orthodb.org/v10?query=229564at7742	major facilitator superfamily domain-containing protein 8
229590at7742	Fragmented	KN464343.1	147	3141	+	278.3	175	https://www.orthodb.org/v10?query=229590at7742	putative GTP-binding protein 6
229681at7742	Complete	KN467859.1	291100	298195	-	348.6	283	https://www.orthodb.org/v10?query=229681at7742	WD repeat domain 89
229692at7742	Complete	JACL01016088.1	116892	169919	-	597.7	299	https://www.orthodb.org/v10?query=229692at7742	potassium channel subfamily K member 9
229738at7742	Complete	KN463060.1	17044	22166	+	377.3	296	https://www.orthodb.org/v10?query=229738at7742	secretion-regulating guanine nucleotide exchange factor
229787at7742	Complete	KN466703.1	777628	784846	+	602.0	343	https://www.orthodb.org/v10?query=229787at7742	DNA primase small subunit
229857at7742	Complete	KN464474.1	1565719	1567284	+	861.5	478	https://www.orthodb.org/v10?query=229857at7742	dolichol kinase
230223at7742	Complete	KN466613.1	60515	62125	-	688.4	452	https://www.orthodb.org/v10?query=230223at7742	V(D)J recombination-activating protein 2
230477at7742	Complete	KN460386.1	227677	232894	+	792.4	421	https://www.orthodb.org/v10?query=230477at7742	YTH N6-methyladenosine RNA binding protein 2
230622at7742	Complete	KN463467.1	2242	172441	+	589.5	285	https://www.orthodb.org/v10?query=230622at7742	GDP-mannose 4,6 dehydratase
231143at7742	Complete	KN468245.1	56270	69907	-	209.3	364	https://www.orthodb.org/v10?query=231143at7742	synaptopodin
231455at7742	Complete	KN461000.1	1342	36433	-	481.0	353	https://www.orthodb.org/v10?query=231455at7742	secretogranin-3
231838at7742	Complete	KN465300.1	508422	510283	-	537.8	296	https://www.orthodb.org/v10?query=231838at7742	sorbitol dehydrogenase
232256at7742	Fragmented	KN461145.1	21023	63556	+	251.5	208	https://www.orthodb.org/v10?query=232256at7742	dual specificity mitogen-activated protein kinase kinase 5 isoform X1
232468at7742	Complete	KN468632.1	104582	112560	+	421.5	332	https://www.orthodb.org/v10?query=232468at7742	zinc finger protein 217
232734at7742	Complete	KN465174.1	80109	89715	+	464.5	343	https://www.orthodb.org/v10?query=232734at7742	tektin-2
232798at7742	Complete	KN461711.1	526624	530532	+	420.7	379	https://www.orthodb.org/v10?query=232798at7742	sedoheptulokinase
232849at7742	Complete	KN461605.1	350826	353126	-	245.4	263	https://www.orthodb.org/v10?query=232849at7742	nucleolar and spindle-associated protein 1
232857at7742	Complete	KN462413.1	432846	440448	-	582.1	465	https://www.orthodb.org/v10?query=232857at7742	NEDD4-binding protein 3
233465at7742	Complete	KN461862.1	117231	159838	+	511.9	345	https://www.orthodb.org/v10?query=233465at7742	alkylglycerol monooxygenase
233490at7742	Complete	KN462826.1	18055	20851	+	735.6	384	https://www.orthodb.org/v10?query=233490at7742	DNA methyltransferase 1-associated protein 1
233794at7742	Fragmented	KN466552.1	1442	3603	+	244.7	142	https://www.orthodb.org/v10?query=233794at7742	NADPH
233977at7742	Complete	KN463069.1	3484	5399	+	429.7	241	https://www.orthodb.org/v10?query=233977at7742	carbohydrate sulfotransferase 14
234228at7742	Fragmented	KN463703.1	28	5133	-	270.3	199	https://www.orthodb.org/v10?query=234228at7742	Aminocarboxymuconate semialdehyde decarboxylase
234247at7742	Complete	KN461562.1	97971	101210	-	588.0	278	https://www.orthodb.org/v10?query=234247at7742	THO complex subunit 3
234511at7742	Complete	KN461110.1	170860	173592	-	593.4	369	https://www.orthodb.org/v10?query=234511at7742	Tubulin delta 1
234637at7742	Complete	KN462971.1	27879	37543	+	344.4	304	https://www.orthodb.org/v10?query=234637at7742	Zinc finger MYND-type containing 12
234786at7742	Complete	KN461145.1	71555	76840	+	268.3	255	https://www.orthodb.org/v10?query=234786at7742	transcobalamin-2
234804at7742	Complete	KN466545.1	2257747	2259685	-	417.5	270	https://www.orthodb.org/v10?query=234804at7742	NIF3-like protein 1
234920at7742	Complete	KN462977.1	442158	450203	+	578.0	277	https://www.orthodb.org/v10?query=234920at7742	hypoxia-inducible factor 1-alpha inhibitor
235046at7742	Complete	KN468157.1	156352	158403	-	563.9	281	https://www.orthodb.org/v10?query=235046at7742	lysophosphatidic acid receptor 4
235274at7742	Complete	KN462106.1	18784	28306	-	728.3	446	https://www.orthodb.org/v10?query=235274at7742	Synoviolin 1
235284at7742	Complete	KN462482.1	7884	12962	+	880.0	660	https://www.orthodb.org/v10?query=235284at7742	probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase
235319at7742	Complete	KN461067.1	15750	20929	+	470.0	297	https://www.orthodb.org/v10?query=235319at7742	pleckstrin-2
235335at7742	Complete	KN462367.1	3393527	3396367	+	559.4	330	https://www.orthodb.org/v10?query=235335at7742	Decapping mRNA 2
235347at7742	Complete	KN463474.1	12762	13892	+	727.2	330	https://www.orthodb.org/v10?query=235347at7742	probable G-protein coupled receptor 85
235735at7742	Complete	KN460897.1	496632	514997	+	417.6	284	https://www.orthodb.org/v10?query=235735at7742	decaprenyl-diphosphate synthase subunit 2
235765at7742	Complete	KN463960.1	3730	8507	-	516.7	317	https://www.orthodb.org/v10?query=235765at7742	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial
235827at7742	Complete	KN467743.1	19772	25485	-	706.4	348	https://www.orthodb.org/v10?query=235827at7742	Golgi associated PDZ and coiled-coil motif containing
236098at7742	Complete	KN461665.1	64713	68139	-	376.9	265	https://www.orthodb.org/v10?query=236098at7742	leucine-rich repeat-containing protein 42
236145at7742	Complete	KN463457.1	403304	407725	+	674.7	358	https://www.orthodb.org/v10?query=236145at7742	Integrin alpha FG-GAP repeat containing 2
236417at7742	Complete	KN460806.1	1029988	1031190	-	287.3	300	https://www.orthodb.org/v10?query=236417at7742	E3 ubiquitin-protein ligase NHLRC1
236439at7742	Complete	KN462266.1	51962	53167	+	429.5	286	https://www.orthodb.org/v10?query=236439at7742	phosphorylated adapter RNA export protein
236476at7742	Complete	KN466545.1	506352	510797	-	636.7	396	https://www.orthodb.org/v10?query=236476at7742	alanyl-tRNA editing protein Aarsd1
236514at7742	Complete	KN462413.1	491075	492702	+	722.7	374	https://www.orthodb.org/v10?query=236514at7742	polyribonucleotide 5'-hydroxyl-kinase Clp1
236607at7742	Complete	KN467326.1	154299	157933	+	642.8	602	https://www.orthodb.org/v10?query=236607at7742	U3 small nucleolar ribonucleoprotein protein MPP10
236610at7742	Complete	KN461114.1	132719	136366	-	734.7	513	https://www.orthodb.org/v10?query=236610at7742	SCY1 like pseudokinase 3
236895at7742	Complete	KN464159.1	1149	5432	+	484.0	317	https://www.orthodb.org/v10?query=236895at7742	DNA replication factor Cdt1
236910at7742	Complete	KN461850.1	61012	69184	+	807.8	454	https://www.orthodb.org/v10?query=236910at7742	conserved oligomeric Golgi complex subunit 8
237258at7742	Complete	KN463604.1	21715	27794	-	591.1	365	https://www.orthodb.org/v10?query=237258at7742	serine/threonine-protein kinase Nek2
237266at7742	Complete	KN462554.1	5235	7569	-	526.5	355	https://www.orthodb.org/v10?query=237266at7742	charged multivesicular body protein 7
237440at7742	Complete	KN462587.1	1050747	1055796	-	612.6	326	https://www.orthodb.org/v10?query=237440at7742	Uroporphyrinogen decarboxylase
237455at7742	Complete	KN465893.1	422638	423708	+	414.3	280	https://www.orthodb.org/v10?query=237455at7742	C-C chemokine receptor type 7
237617at7742	Complete	KN462718.1	29461	31912	+	491.1	286	https://www.orthodb.org/v10?query=237617at7742	Zinc finger CCCH-type containing 10
237620at7742	Complete	KN461381.1	756924	763653	+	393.6	475	https://www.orthodb.org/v10?query=237620at7742	BAG family molecular chaperone regulator 3
237959at7742	Complete	KN468313.1	930388	961612	-	675.1	352	https://www.orthodb.org/v10?query=237959at7742	diphthamide biosynthesis protein 1
238049at7742	Complete	KN467306.1	12278	21104	-	549.7	312	https://www.orthodb.org/v10?query=238049at7742	pleckstrin
