# BUSCO version is: 5.2.2 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
258449at7742	Complete	NC_047129.1	6201904	6205469	+	565.7	378	https://www.orthodb.org/v10?query=258449at7742	mitochondria-eating protein
258712at7742	Complete	NC_047146.1	7661681	7663223	+	448.1	289	https://www.orthodb.org/v10?query=258712at7742	ceroid-lipofuscinosis neuronal protein 5
258747at7742	Complete	NC_047142.1	6211630	6307776	+	459.5	340	https://www.orthodb.org/v10?query=258747at7742	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase
258916at7742	Complete	NC_047144.1	13187835	13190882	-	307.0	247	https://www.orthodb.org/v10?query=258916at7742	glucose-6-phosphatase 3
258997at7742	Complete	NC_047142.1	3906781	3910103	+	550.1	299	https://www.orthodb.org/v10?query=258997at7742	3-ketodihydrosphingosine reductase
259004at7742	Complete	NC_047146.1	23085815	23103268	-	481.3	282	https://www.orthodb.org/v10?query=259004at7742	pituitary-specific positive transcription factor 1
259058at7742	Complete	NC_047126.1	24721296	24729260	+	556.4	318	https://www.orthodb.org/v10?query=259058at7742	RNA demethylase ALKBH5
259089at7742	Complete	NC_047131.1	2115625	2120371	+	507.0	311	https://www.orthodb.org/v10?query=259089at7742	chitinase domain-containing protein 1
259157at7742	Complete	NC_047131.1	26973538	26976009	-	444.7	342	https://www.orthodb.org/v10?query=259157at7742	acylglycerol kinase, mitochondrial
259790at7742	Complete	NC_047138.1	8940280	8941486	-	391.8	300	https://www.orthodb.org/v10?query=259790at7742	WD repeat domain 53
259863at7742	Complete	NC_047131.1	25456754	25459752	-	491.0	271	https://www.orthodb.org/v10?query=259863at7742	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9
259882at7742	Complete	NC_047147.1	22162016	22163164	+	322.0	253	https://www.orthodb.org/v10?query=259882at7742	platelet-activating factor receptor
260062at7742	Complete	NC_047134.1	12127322	12129530	+	437.4	283	https://www.orthodb.org/v10?query=260062at7742	WD repeat domain 54
260107at7742	Complete	NC_047131.1	16037826	16044740	+	516.7	264	https://www.orthodb.org/v10?query=260107at7742	pre-mRNA-splicing factor 18
260359at7742	Complete	NC_047134.1	10535895	10538613	+	462.8	265	https://www.orthodb.org/v10?query=260359at7742	DNA polymerase beta
260364at7742	Complete	NC_047135.1	30532232	30535557	-	377.3	247	https://www.orthodb.org/v10?query=260364at7742	Sodium/potassium-transporting ATPase subunit beta
260439at7742	Complete	NC_047127.1	11198804	11204451	+	417.0	284	https://www.orthodb.org/v10?query=260439at7742	TDP-glucose 4,6-dehydratase
260562at7742	Complete	NC_047142.1	9203290	9208967	-	425.8	354	https://www.orthodb.org/v10?query=260562at7742	phakinin
260711at7742	Complete	NC_047131.1	9100975	9108148	-	312.3	220	https://www.orthodb.org/v10?query=260711at7742	uncharacterized protein C12orf29 homolog
260905at7742	Complete	NC_047129.1	17853765	17923442	-	567.2	336	https://www.orthodb.org/v10?query=260905at7742	WD repeat-containing protein 18
261072at7742	Complete	NC_047148.1	13573723	13575369	+	510.0	272	https://www.orthodb.org/v10?query=261072at7742	Exoribonuclease 1
261091at7742	Complete	NC_047148.1	15716235	15717372	-	460.8	268	https://www.orthodb.org/v10?query=261091at7742	protein O-mannose kinase
261158at7742	Complete	NC_047127.1	6410951	6418599	-	531.6	295	https://www.orthodb.org/v10?query=261158at7742	pejvakin
261213at7742	Complete	NC_047146.1	8870551	8872352	-	515.1	303	https://www.orthodb.org/v10?query=261213at7742	ornithine carbamoyltransferase, mitochondrial
261266at7742	Complete	NC_047126.1	35662819	35664009	+	440.8	322	https://www.orthodb.org/v10?query=261266at7742	transmembrane protein 246
261523at7742	Complete	NC_047147.1	18062036	18066054	+	443.9	236	https://www.orthodb.org/v10?query=261523at7742	visual pigment-like receptor peropsin
261602at7742	Complete	NC_047126.1	19631221	19636097	+	261.7	272	https://www.orthodb.org/v10?query=261602at7742	Centrosomal protein 44
261612at7742	Complete	NC_047136.1	7292678	7295952	-	579.9	276	https://www.orthodb.org/v10?query=261612at7742	Small nuclear ribonucleoprotein U5 subunit 40
261658at7742	Complete	NC_047137.1	1478475	1488964	+	539.8	299	https://www.orthodb.org/v10?query=261658at7742	KRR1 small subunit processome component homolog
261684at7742	Complete	NC_047141.1	23291170	23293014	-	582.4	335	https://www.orthodb.org/v10?query=261684at7742	sister chromatid cohesion protein DCC1
261794at7742	Complete	NC_047133.1	9227085	9234536	-	424.0	329	https://www.orthodb.org/v10?query=261794at7742	tRNA-splicing endonuclease subunit Sen54
261976at7742	Complete	NC_047129.1	10921015	10923207	+	222.3	233	https://www.orthodb.org/v10?query=261976at7742	HAUS augmin-like complex subunit 8
262189at7742	Complete	NC_047148.1	16167870	16177039	+	403.7	227	https://www.orthodb.org/v10?query=262189at7742	serine/threonine-protein phosphatase 2A activator
262221at7742	Complete	NC_047139.1	16576684	16589804	+	282.0	242	https://www.orthodb.org/v10?query=262221at7742	RAD51 paralog D
262337at7742	Complete	NC_047134.1	13207520	13209752	-	556.6	279	https://www.orthodb.org/v10?query=262337at7742	cyclin-dependent kinase 7
262790at7742	Complete	NC_047127.1	11190599	11198126	-	439.9	274	https://www.orthodb.org/v10?query=262790at7742	integral membrane protein GPR180
262798at7742	Complete	NC_047146.1	32227254	32242154	-	649.9	362	https://www.orthodb.org/v10?query=262798at7742	Solute carrier family 35 member F5
262895at7742	Complete	NC_047126.1	19614974	19629318	-	525.8	260	https://www.orthodb.org/v10?query=262895at7742	F-box only protein 8
262915at7742	Complete	NC_047145.1	7145324	7146316	+	330.1	219	https://www.orthodb.org/v10?query=262915at7742	proto-oncogene serine/threonine-protein kinase mos
263068at7742	Complete	NC_047126.1	16844219	16848896	+	310.6	275	https://www.orthodb.org/v10?query=263068at7742	CST complex subunit STN1
263171at7742	Complete	NC_047129.1	10358785	10362011	-	658.5	349	https://www.orthodb.org/v10?query=263171at7742	MPN domain-containing protein
263251at7742	Complete	NC_047138.1	13931048	13933229	+	484.2	359	https://www.orthodb.org/v10?query=263251at7742	dynein assembly factor 1, axonemal
263280at7742	Complete	NC_047131.1	24196790	24198887	+	294.9	258	https://www.orthodb.org/v10?query=263280at7742	Chromosome 11 open reading frame 49
263652at7742	Complete	NC_047135.1	23624307	23652127	+	466.5	277	https://www.orthodb.org/v10?query=263652at7742	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
263794at7742	Complete	NC_047130.1	27215227	27218439	-	293.4	181	https://www.orthodb.org/v10?query=263794at7742	E74 like ETS transcription factor 3
263991at7742	Complete	NC_047131.1	7749281	7756095	+	352.7	221	https://www.orthodb.org/v10?query=263991at7742	WD repeat domain 61
264056at7742	Complete	NC_047126.1	6010668	6012499	+	265.2	180	https://www.orthodb.org/v10?query=264056at7742	aprataxin isoform X1
264124at7742	Complete	NC_047128.1	32337312	32339497	+	383.0	284	https://www.orthodb.org/v10?query=264124at7742	programmed cell death protein 2
264221at7742	Complete	NC_047137.1	6489039	6493151	-	396.3	366	https://www.orthodb.org/v10?query=264221at7742	Solute carrier family 46 member 2
264239at7742	Complete	NC_047131.1	13416404	13432922	+	659.8	382	https://www.orthodb.org/v10?query=264239at7742	WAS protein family homolog 1
264251at7742	Complete	NC_047128.1	29246293	29247924	-	537.9	372	https://www.orthodb.org/v10?query=264251at7742	probable ATP-dependent RNA helicase DDX28
264273at7742	Complete	NC_047128.1	21461758	21468843	+	591.5	277	https://www.orthodb.org/v10?query=264273at7742	maspardin
264320at7742	Complete	NC_047146.1	31889688	31893835	-	516.6	292	https://www.orthodb.org/v10?query=264320at7742	tRNA-yW synthesizing protein 5
264510at7742	Complete	NC_047145.1	21570450	21576887	+	641.6	318	https://www.orthodb.org/v10?query=264510at7742	Solute carrier family 35 member B3
264645at7742	Complete	NC_047129.1	28874019	28891108	-	618.8	378	https://www.orthodb.org/v10?query=264645at7742	tRNA modification GTPase GTPBP3, mitochondrial
264650at7742	Complete	NC_047143.1	11131491	11150714	+	576.6	320	https://www.orthodb.org/v10?query=264650at7742	telomerase Cajal body protein 1
264772at7742	Complete	NC_047149.1	17317031	17319641	+	410.9	281	https://www.orthodb.org/v10?query=264772at7742	inactive peptidyl-prolyl cis-trans isomerase FKBP6
264816at7742	Complete	NC_047133.1	15368432	15371498	-	282.8	233	https://www.orthodb.org/v10?query=264816at7742	protein-lysine N-methyltransferase EEF2KMT
265085at7742	Complete	NC_047141.1	19231345	19254297	-	575.7	299	https://www.orthodb.org/v10?query=265085at7742	Branched chain keto acid dehydrogenase E1 subunit beta
265210at7742	Complete	NC_047148.1	8907002	8910833	-	480.4	285	https://www.orthodb.org/v10?query=265210at7742	Cell division cycle protein 123 homolog
265369at7742	Complete	NC_047136.1	8109103	8110820	+	539.3	299	https://www.orthodb.org/v10?query=265369at7742	transcription termination factor 3, mitochondrial
265531at7742	Complete	NC_047146.1	12040595	12042721	-	517.7	274	https://www.orthodb.org/v10?query=265531at7742	Bardet-Biedl syndrome 5 protein
265605at7742	Complete	NC_047135.1	35215917	35217561	-	550.1	308	https://www.orthodb.org/v10?query=265605at7742	sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
265814at7742	Complete	NC_047145.1	14003830	14007391	-	423.0	271	https://www.orthodb.org/v10?query=265814at7742	thymidylate synthase
266056at7742	Complete	NC_047132.1	8751044	8860858	-	467.1	263	https://www.orthodb.org/v10?query=266056at7742	agmatinase, mitochondrial
266219at7742	Complete	NC_047141.1	2543323	2549273	-	501.0	328	https://www.orthodb.org/v10?query=266219at7742	prolactin regulatory element-binding protein
266228at7742	Complete	NC_047127.1	15765349	15770193	-	670.7	367	https://www.orthodb.org/v10?query=266228at7742	F-box only protein 3
266521at7742	Duplicated	NC_047131.1	23276797	23287663	-	103.3	195	https://www.orthodb.org/v10?query=266521at7742	synaptotagmin-15
266521at7742	Duplicated	NC_047132.1	9352451	9392480	-	120.1	205	https://www.orthodb.org/v10?query=266521at7742	synaptotagmin-15
266654at7742	Complete	NC_047137.1	18715003	18717622	-	476.6	289	https://www.orthodb.org/v10?query=266654at7742	deoxyribose-phosphate aldolase
266826at7742	Complete	NC_047126.1	11013014	11023322	+	432.8	261	https://www.orthodb.org/v10?query=266826at7742	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1
266927at7742	Complete	NC_047134.1	34459343	34462223	+	616.9	349	https://www.orthodb.org/v10?query=266927at7742	ubiquitin-associated domain-containing protein 1
266944at7742	Complete	NC_047147.1	21955676	21968732	+	548.2	298	https://www.orthodb.org/v10?query=266944at7742	MAPK/MAK/MRK overlapping kinase isoform X1
266951at7742	Complete	NC_047146.1	20561631	20568173	+	333.9	302	https://www.orthodb.org/v10?query=266951at7742	serpin E3
267121at7742	Complete	NC_047149.1	12188857	12190470	-	352.0	266	https://www.orthodb.org/v10?query=267121at7742	inactive hydroxysteroid dehydrogenase-like protein 1
267268at7742	Complete	NC_047147.1	8128017	8131147	+	389.7	252	https://www.orthodb.org/v10?query=267268at7742	transmembrane protein 206
267296at7742	Complete	NC_047133.1	746894	748277	+	430.8	292	https://www.orthodb.org/v10?query=267296at7742	peroxisome assembly protein 12
267345at7742	Complete	NC_047138.1	41512	47972	-	363.8	270	https://www.orthodb.org/v10?query=267345at7742	WD repeat domain 74
267724at7742	Complete	NC_047140.1	27082160	27084691	-	692.8	351	https://www.orthodb.org/v10?query=267724at7742	COX15, cytochrome c oxidase assembly homolog
268237at7742	Complete	NC_047136.1	19289255	19300070	+	519.0	419	https://www.orthodb.org/v10?query=268237at7742	transmembrane glycoprotein NMB
268274at7742	Complete	NC_047129.1	21413173	21417439	-	471.6	262	https://www.orthodb.org/v10?query=268274at7742	replication factor C subunit 2
268420at7742	Complete	NC_047140.1	26830474	26832173	+	322.8	215	https://www.orthodb.org/v10?query=268420at7742	Methyltransferase like 18
268430at7742	Complete	NC_047130.1	19926038	19930514	-	475.9	282	https://www.orthodb.org/v10?query=268430at7742	Transmembrane protein 183A
268484at7742	Complete	NC_047133.1	27556438	27560601	+	466.9	283	https://www.orthodb.org/v10?query=268484at7742	protein Njmu-R1
268563at7742	Complete	NC_047141.1	26947505	26956397	-	562.1	571	https://www.orthodb.org/v10?query=268563at7742	nibrin
268813at7742	Complete	NC_047137.1	8818117	8821383	-	510.4	253	https://www.orthodb.org/v10?query=268813at7742	Stomatin like 2
268926at7742	Complete	NC_047142.1	15884057	15899449	-	429.2	273	https://www.orthodb.org/v10?query=268926at7742	Metallophosphoesterase 1
268947at7742	Complete	NC_047139.1	15508471	15518036	+	604.6	362	https://www.orthodb.org/v10?query=268947at7742	FAD-dependent oxidoreductase domain-containing protein 1
269102at7742	Complete	NC_047143.1	13120665	13139182	+	453.1	279	https://www.orthodb.org/v10?query=269102at7742	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase
269163at7742	Complete	NC_047140.1	1813674	1816409	-	361.5	265	https://www.orthodb.org/v10?query=269163at7742	ubiquitin-associated domain-containing protein 2
269168at7742	Complete	NC_047127.1	18734497	18737424	-	353.1	257	https://www.orthodb.org/v10?query=269168at7742	centromere protein L
269302at7742	Missing
269540at7742	Complete	NC_047128.1	30613060	30615909	-	615.0	400	https://www.orthodb.org/v10?query=269540at7742	GPI mannosyltransferase 3
269700at7742	Complete	NC_047140.1	29237597	29260374	+	447.7	308	https://www.orthodb.org/v10?query=269700at7742	Mitochondrial ribosomal protein S5
270024at7742	Complete	NC_047128.1	32514392	32561220	+	332.1	225	https://www.orthodb.org/v10?query=270024at7742	histone-lysine N-methyltransferase SMYD3
270182at7742	Complete	NC_047127.1	6672418	6676724	-	464.4	238	https://www.orthodb.org/v10?query=270182at7742	Autophagy-related protein 3
270327at7742	Complete	NC_047146.1	12028974	12032244	-	581.9	648	https://www.orthodb.org/v10?query=270327at7742	peptidyl-prolyl cis-trans isomerase G
270381at7742	Complete	NC_047126.1	27109677	27114036	+	425.9	251	https://www.orthodb.org/v10?query=270381at7742	Small nuclear RNA activating complex polypeptide 3
270426at7742	Complete	NC_047143.1	2296420	2305056	+	541.4	315	https://www.orthodb.org/v10?query=270426at7742	WD repeat-containing protein 55
270432at7742	Complete	NC_047140.1	32028449	32036911	+	396.2	264	https://www.orthodb.org/v10?query=270432at7742	SPT3 homolog, SAGA and STAGA complex component
270435at7742	Complete	NC_047126.1	11236482	11238938	+	408.9	210	https://www.orthodb.org/v10?query=270435at7742	endonuclease III-like protein 1
270566at7742	Complete	NC_047129.1	33647168	33659624	+	562.6	315	https://www.orthodb.org/v10?query=270566at7742	RNA 3'-terminal phosphate cyclase
270710at7742	Complete	NC_047149.1	26025140	26032830	-	434.5	260	https://www.orthodb.org/v10?query=270710at7742	N(alpha)-acetyltransferase 30, NatC catalytic subunit
270868at7742	Complete	NC_047136.1	15795977	15806242	-	423.2	261	https://www.orthodb.org/v10?query=270868at7742	Oxidoreductase NAD binding domain containing 1
270938at7742	Complete	NC_047127.1	16798155	16806526	+	220.8	177	https://www.orthodb.org/v10?query=270938at7742	non-homologous end-joining factor 1
271060at7742	Complete	NC_047143.1	18376155	18377303	-	378.5	287	https://www.orthodb.org/v10?query=271060at7742	progestin and adipoQ receptor family member 9
271121at7742	Complete	NC_047130.1	26518018	26527912	+	591.6	314	https://www.orthodb.org/v10?query=271121at7742	Chromosome 12 open reading frame 10
271228at7742	Complete	NC_047128.1	34974504	34979009	+	585.7	346	https://www.orthodb.org/v10?query=271228at7742	dihydroorotate dehydrogenase (quinone), mitochondrial
271346at7742	Complete	NC_047140.1	6930450	6936339	+	485.5	266	https://www.orthodb.org/v10?query=271346at7742	graves disease carrier protein
271347at7742	Complete	NC_047134.1	6943556	6949451	+	341.2	233	https://www.orthodb.org/v10?query=271347at7742	carbohydrate deacetylase
271425at7742	Complete	NC_047138.1	26908597	26915290	+	431.8	253	https://www.orthodb.org/v10?query=271425at7742	Mitochondrial ribosomal protein S22
271622at7742	Complete	NC_047147.1	25622304	25641553	-	473.3	264	https://www.orthodb.org/v10?query=271622at7742	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
272002at7742	Complete	NC_047128.1	10892393	10900572	+	556.4	300	https://www.orthodb.org/v10?query=272002at7742	RNA-binding protein NOB1
272130at7742	Complete	NC_047131.1	10000248	10005708	+	315.8	255	https://www.orthodb.org/v10?query=272130at7742	ALX homeobox protein 1
272309at7742	Complete	NC_047128.1	30906907	30909161	+	624.5	359	https://www.orthodb.org/v10?query=272309at7742	diphosphomevalonate decarboxylase
272432at7742	Complete	NC_047149.1	12968005	12970294	-	277.1	200	https://www.orthodb.org/v10?query=272432at7742	osteopetrosis-associated transmembrane protein 1
272582at7742	Complete	NC_047140.1	23646101	23648199	-	369.5	252	https://www.orthodb.org/v10?query=272582at7742	mitochondrial genome maintenance exonuclease 1
272794at7742	Complete	NC_047137.1	3433229	3447679	-	482.2	268	https://www.orthodb.org/v10?query=272794at7742	signal peptide peptidase-like 3
273166at7742	Complete	NC_047132.1	11095428	11099043	-	440.7	263	https://www.orthodb.org/v10?query=273166at7742	Alpha tocopherol transfer protein like
273271at7742	Complete	NC_047147.1	406490	419588	-	489.2	292	https://www.orthodb.org/v10?query=273271at7742	protein salvador homolog 1
273483at7742	Complete	NC_047149.1	9423878	9430456	+	461.9	312	https://www.orthodb.org/v10?query=273483at7742	Solute carrier family 35 member A1
273485at7742	Missing
273629at7742	Complete	NC_047139.1	29358656	29360912	+	336.2	228	https://www.orthodb.org/v10?query=273629at7742	BUD13 homolog
273630at7742	Complete	NC_047129.1	3687986	3690841	+	569.2	415	https://www.orthodb.org/v10?query=273630at7742	protein AATF
273631at7742	Complete	NC_047127.1	16403813	16410344	-	333.6	348	https://www.orthodb.org/v10?query=273631at7742	putative malate dehydrogenase 1B
273713at7742	Missing
273897at7742	Complete	NC_047149.1	15975753	15977844	-	222.1	187	https://www.orthodb.org/v10?query=273897at7742	mitochondrial fission regulator 2
273941at7742	Complete	NC_047129.1	12869957	12872370	+	483.5	267	https://www.orthodb.org/v10?query=273941at7742	lysophosphatidic acid receptor 3
273954at7742	Complete	NC_047137.1	9093666	9143096	+	483.5	280	https://www.orthodb.org/v10?query=273954at7742	Galactose-1-phosphate uridylyltransferase
273993at7742	Complete	NC_047139.1	30141604	30146309	+	600.3	332	https://www.orthodb.org/v10?query=273993at7742	Vacuolar protein sorting 36 homolog
274411at7742	Complete	NC_047131.1	31769620	31782509	+	371.9	274	https://www.orthodb.org/v10?query=274411at7742	Megalencephalic leukoencephalopathy with subcortical cysts 1
274480at7742	Complete	NC_047133.1	2738273	2739574	-	392.4	244	https://www.orthodb.org/v10?query=274480at7742	RNA pseudouridylate synthase domain-containing protein 1
274707at7742	Complete	NC_047149.1	10271666	10273595	+	295.8	268	https://www.orthodb.org/v10?query=274707at7742	cell growth regulator with RING finger domain protein 1
274709at7742	Complete	NC_047145.1	16659473	16662804	-	570.1	274	https://www.orthodb.org/v10?query=274709at7742	COP9 signalosome complex subunit 5
274732at7742	Complete	NC_047128.1	1823819	1876043	+	474.6	308	https://www.orthodb.org/v10?query=274732at7742	homer protein homolog 2
274906at7742	Complete	NC_047148.1	15997822	15999991	+	498.6	298	https://www.orthodb.org/v10?query=274906at7742	protein PRRC1
275050at7742	Complete	NC_047139.1	27186611	27189184	-	412.1	269	https://www.orthodb.org/v10?query=275050at7742	dnaJ homolog subfamily B member 13
275256at7742	Complete	NC_047139.1	24275881	24282016	-	454.5	290	https://www.orthodb.org/v10?query=275256at7742	GTPase Era, mitochondrial
275273at7742	Complete	NC_047134.1	20536121	20540688	-	462.2	320	https://www.orthodb.org/v10?query=275273at7742	diphthamide biosynthesis protein 7
275566at7742	Complete	NC_047140.1	31866200	31879814	+	317.8	274	https://www.orthodb.org/v10?query=275566at7742	Crystallin zeta like 1
275603at7742	Duplicated	NC_047130.1	18285024	18294579	+	452.0	260	https://www.orthodb.org/v10?query=275603at7742	adiponectin receptor protein 2
275603at7742	Duplicated	NC_047148.1	2406971	2442318	+	526.8	271	https://www.orthodb.org/v10?query=275603at7742	adiponectin receptor protein 2
275715at7742	Complete	NC_047128.1	18204225	18215889	+	505.4	283	https://www.orthodb.org/v10?query=275715at7742	transaldolase
275720at7742	Complete	NC_047133.1	13882022	13890982	-	460.0	314	https://www.orthodb.org/v10?query=275720at7742	Carboxypeptidase
275781at7742	Complete	NC_047140.1	482696	485090	-	501.0	258	https://www.orthodb.org/v10?query=275781at7742	cyclin-dependent kinase 1
275875at7742	Complete	NC_047140.1	26536551	26545874	-	418.9	268	https://www.orthodb.org/v10?query=275875at7742	mitochondrial ribosome-associated GTPase 1
276229at7742	Complete	NC_047131.1	20075143	20076885	+	414.7	280	https://www.orthodb.org/v10?query=276229at7742	adenosine deaminase-like protein
276337at7742	Complete	NC_047134.1	2153496	2164453	-	426.2	274	https://www.orthodb.org/v10?query=276337at7742	WD repeat domain 31
276401at7742	Complete	NC_047145.1	24196997	24214747	-	357.7	237	https://www.orthodb.org/v10?query=276401at7742	protein FAM69C
276660at7742	Complete	NC_047128.1	15524645	15528400	-	322.8	230	https://www.orthodb.org/v10?query=276660at7742	CDKN2A-interacting protein
276691at7742	Complete	NC_047149.1	13696406	13700561	-	503.1	263	https://www.orthodb.org/v10?query=276691at7742	laforin
276761at7742	Complete	NC_047131.1	8621509	8626168	-	341.7	249	https://www.orthodb.org/v10?query=276761at7742	Centrosomal protein 41
276779at7742	Complete	NC_047130.1	13895819	13901516	-	473.7	265	https://www.orthodb.org/v10?query=276779at7742	transmembrane protein adipocyte-associated 1
277067at7742	Complete	NC_047135.1	80778	90467	-	385.4	244	https://www.orthodb.org/v10?query=277067at7742	deoxynucleotidyltransferase terminal-interacting protein 1
277109at7742	Complete	NC_047147.1	13467350	13488514	-	475.5	272	https://www.orthodb.org/v10?query=277109at7742	rRNA adenine N(6)-methyltransferase
277134at7742	Complete	NC_047138.1	31774895	31780497	+	399.7	222	https://www.orthodb.org/v10?query=277134at7742	integrin-linked kinase-associated serine/threonine phosphatase 2C
277217at7742	Complete	NC_047148.1	20381615	20384981	-	568.3	328	https://www.orthodb.org/v10?query=277217at7742	alpha-methylacyl-CoA racemase
277226at7742	Complete	NC_047131.1	3217622	3224897	-	512.4	282	https://www.orthodb.org/v10?query=277226at7742	probable methyltransferase BTM2 homolog
277286at7742	Fragmented	NC_047127.1	10601009	10606472	-	388.6	284	https://www.orthodb.org/v10?query=277286at7742	NF-kappa-B inhibitor zeta isoform X1
277361at7742	Complete	NC_047136.1	29356372	29366295	-	424.9	245	https://www.orthodb.org/v10?query=277361at7742	TatD DNase domain containing 1
277508at7742	Complete	NC_047148.1	19860119	19862502	+	412.5	253	https://www.orthodb.org/v10?query=277508at7742	Phytanoyl-CoA dioxygenase domain containing 1
277524at7742	Complete	NC_047136.1	22986311	22992783	+	239.8	246	https://www.orthodb.org/v10?query=277524at7742	Transmembrane protein 268
277616at7742	Complete	NC_047145.1	14945044	14947904	-	618.1	311	https://www.orthodb.org/v10?query=277616at7742	ubiquitin-like modifier-activating enzyme 5
277665at7742	Complete	NC_047133.1	7078485	7086574	-	760.7	403	https://www.orthodb.org/v10?query=277665at7742	coiled-coil domain-containing protein 47
277748at7742	Complete	NC_047134.1	9179250	9186189	-	346.2	242	https://www.orthodb.org/v10?query=277748at7742	General transcription factor IIH subunit 3
277807at7742	Complete	NC_047139.1	16613277	16618128	+	529.9	275	https://www.orthodb.org/v10?query=277807at7742	transmembrane protein 248
278070at7742	Complete	NC_047144.1	6811573	6813789	-	418.4	309	https://www.orthodb.org/v10?query=278070at7742	RNA exonuclease 4
278076at7742	Complete	NC_047148.1	8016586	8026649	-	505.9	336	https://www.orthodb.org/v10?query=278076at7742	splicing factor 45
278370at7742	Fragmented	NC_047142.1	4584940	4586588	-	325.6	232	https://www.orthodb.org/v10?query=278370at7742	Protein phosphatase 1 regulatory subunit 7
278384at7742	Complete	NC_047129.1	23058563	23071994	+	534.3	279	https://www.orthodb.org/v10?query=278384at7742	Ubiquitin carboxyl-terminal hydrolase
278647at7742	Complete	NC_047142.1	10702837	10706886	-	567.2	279	https://www.orthodb.org/v10?query=278647at7742	transcription initiation factor IIB
278787at7742	Complete	NC_047147.1	3480022	3489947	+	323.3	204	https://www.orthodb.org/v10?query=278787at7742	MAP3K12-binding inhibitory protein 1
278895at7742	Complete	NC_047139.1	15857770	15862224	+	355.3	260	https://www.orthodb.org/v10?query=278895at7742	POU domain, class 2, transcription factor 3
278954at7742	Complete	NC_047136.1	4064885	4068443	+	460.5	281	https://www.orthodb.org/v10?query=278954at7742	zinc finger and BTB domain-containing protein 8B
279092at7742	Complete	NC_047133.1	23726219	23728456	+	423.7	269	https://www.orthodb.org/v10?query=279092at7742	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
279170at7742	Complete	NC_047131.1	18975433	18998362	+	352.5	262	https://www.orthodb.org/v10?query=279170at7742	gamma-parvin
279227at7742	Complete	NC_047138.1	30677335	30678198	-	465.3	539	https://www.orthodb.org/v10?query=279227at7742	zinc finger protein 367
279246at7742	Complete	NC_047144.1	753239	758861	+	516.0	296	https://www.orthodb.org/v10?query=279246at7742	growth hormone-inducible transmembrane protein
279373at7742	Complete	NC_047136.1	6528537	6530808	-	339.4	350	https://www.orthodb.org/v10?query=279373at7742	DNA-directed RNA polymerase I subunit RPA43
279400at7742	Complete	NC_047146.1	12011162	12014527	-	426.7	327	https://www.orthodb.org/v10?query=279400at7742	lupus La protein
279455at7742	Complete	NC_047147.1	13322792	13327278	-	586.1	391	https://www.orthodb.org/v10?query=279455at7742	adenylyltransferase and sulfurtransferase MOCS3
279816at7742	Complete	NC_047140.1	14146822	14155836	+	304.3	207	https://www.orthodb.org/v10?query=279816at7742	3-hydroxyanthranilate 3,4-dioxygenase
279997at7742	Complete	NC_047133.1	27411358	27412682	-	442.0	263	https://www.orthodb.org/v10?query=279997at7742	Solute carrier family 25 member 19
280016at7742	Complete	NC_047139.1	31201239	31204359	+	492.8	275	https://www.orthodb.org/v10?query=280016at7742	dolichyl-phosphate beta-glucosyltransferase
280159at7742	Complete	NC_047140.1	14084857	14088793	-	470.7	285	https://www.orthodb.org/v10?query=280159at7742	peroxisome biogenesis factor 13
280261at7742	Missing
280287at7742	Complete	NC_047148.1	1528531	1534813	-	469.3	245	https://www.orthodb.org/v10?query=280287at7742	thioredoxin-like protein 1
280430at7742	Complete	NC_047130.1	22666419	22671926	-	512.9	297	https://www.orthodb.org/v10?query=280430at7742	Phosphatidate cytidylyltransferase, mitochondrial
280447at7742	Complete	NC_047128.1	29777315	29781105	-	630.9	341	https://www.orthodb.org/v10?query=280447at7742	Vesicle amine transport 1 like
280642at7742	Complete	NC_047142.1	30598912	30605865	-	261.1	214	https://www.orthodb.org/v10?query=280642at7742	biliverdin reductase A
280649at7742	Complete	NC_047139.1	15922002	15928197	-	478.1	252	https://www.orthodb.org/v10?query=280649at7742	Down syndrome critical region protein 3
280704at7742	Complete	NC_047141.1	19424924	19440630	-	564.6	280	https://www.orthodb.org/v10?query=280704at7742	ER membrane protein complex subunit 2
280833at7742	Complete	NC_047133.1	16871972	16883604	+	463.6	266	https://www.orthodb.org/v10?query=280833at7742	Solute carrier family 35 member B1
280835at7742	Complete	NC_047144.1	12496398	12501408	-	442.6	244	https://www.orthodb.org/v10?query=280835at7742	beta-tectorin
281159at7742	Complete	NC_047126.1	12487479	12489436	-	341.4	244	https://www.orthodb.org/v10?query=281159at7742	protein N-terminal asparagine amidohydrolase
